user_id,age_group,education_level,neurodivergence_type,primary_challenge,prior_elearning_experience,font_type,font_size_pt,color_theme,layout_mode,content_format,text_to_speech_enabled,session_reminder_used,session_duration_min,task_completion_rate,number_of_setting_changes,errors_or_backtracks,sus_score,engagement_score,would_recommend,feedback_theme
WALS-107305,School (13-17),Secondary,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,16,High-Contrast,Standard,Audio,True,False,15.7,0.67,1,0,78.6,9.0,True,Positive: Helpful Personalization
WALS-105009,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,Some,Standard,17,Dark Mode,Distraction-Free,Audio,False,False,18.5,0.67,2,1,65.7,4.0,True,Suggestion: Better Font Controls
WALS-107389,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Extensive,Standard,16,Dark Mode,Distraction-Free,Text,False,True,12.0,0.78,0,0,76.7,5.0,False,Positive: Ease of Use
WALS-101210,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,18,Low-Stimulation Pastel,Simplified,Visual,False,True,18.1,0.65,2,0,48.7,5.0,False,Neutral: No Strong Opinion
WALS-101523,Adult Learner (25+),Undergraduate,Dyslexia,Cognitive Overload,,Dyslexia-Friendly,11,Default,Standard,Text,False,False,12.5,0.41,2,2,54.9,,False,
WALS-107309,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Some,Standard,15,Low-Stimulation Pastel,Simplified,Visual,True,False,28.1,0.61,1,0,76.6,8.0,True,Positive: Ease of Use
WALS-103022,School (13-17),Secondary,Dyslexia,Cognitive Overload,Some,Standard,17,Dark Mode,Standard,Visual,True,False,14.8,0.71,1,1,77.9,6.0,True,Positive: Helpful Personalization
WALS-105418,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,Extensive,Standard,13,High-Contrast,Standard,Multimodal,False,False,12.8,0.77,1,1,85.3,8.0,True,Suggestion: Better Font Controls
WALS-107770,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,Some,Standard,17,Default,Standard,Audio,True,False,21.5,0.92,1,0,83.8,5.0,True,Positive: Ease of Use
WALS-110392,School (13-17),Secondary,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,11,High-Contrast,Standard,Multimodal,False,True,32.9,0.48,1,1,64.4,6.0,True,Suggestion: Better Font Controls
WALS-108522,School (13-17),Secondary,ADHD,Attention & Distraction,Extensive,Dyslexia-Friendly,22,Dark Mode,Distraction-Free,Visual,False,False,18.8,0.74,3,0,61.6,5.0,True,Suggestion: Better Font Controls
WALS-101188,Adult Learner (25+),Secondary,Dyslexia,Reading Comprehension,None,Standard,13,Default,Simplified,Visual,True,False,28.6,0.45,2,2,74.1,6.0,True,Suggestion: More Audio Content
WALS-107698,Higher Ed (18-24),Undergraduate,Multiple,Sensory Sensitivity,Extensive,Dyslexia-Friendly,18,Low-Stimulation Pastel,Standard,Multimodal,False,True,12.6,0.73,1,1,81.8,5.0,True,Suggestion: More Audio Content
WALS-104836,School (13-17),Postgraduate,ADHD,Cognitive Overload,None,Dyslexia-Friendly,16,Default,Distraction-Free,Text,False,True,20.2,0.51,1,0,100.0,10.0,True,Positive: Helpful Personalization
WALS-100586,Higher Ed (18-24),Postgraduate,Dyslexia,Reading Comprehension,Some,Standard,11,High-Contrast,Simplified,Multimodal,True,True,9.5,0.86,2,1,63.4,8.0,True,Suggestion: More Audio Content
WALS-101915,Adult Learner (25+),Secondary,None (Control),Sensory Sensitivity,Some,Standard,11,Low-Stimulation Pastel,Standard,Visual,True,True,15.3,0.62,1,1,75.0,10.0,True,Neutral: No Strong Opinion
WALS-108170,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,,Standard,13,Default,Simplified,Audio,False,False,30.5,0.81,4,2,71.5,,False,
WALS-105768,Higher Ed (18-24),Secondary,Multiple,Cognitive Overload,Extensive,Standard,16,Default,Standard,Visual,True,False,19.2,0.9,4,1,82.7,7.0,True,Neutral: No Strong Opinion
WALS-106803,Adult Learner (25+),Postgraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,15,Low-Stimulation Pastel,Standard,Visual,False,False,17.1,0.74,3,6,78.8,8.0,True,Suggestion: More Audio Content
WALS-106067,School (13-17),Undergraduate,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,13,Dark Mode,Distraction-Free,Multimodal,False,False,23.3,0.88,2,0,49.4,5.0,False,Positive: Helpful Personalization
WALS-108524,Adult Learner (25+),Undergraduate,None (Control),Attention & Distraction,None,Standard,12,Dark Mode,Distraction-Free,Visual,True,True,19.4,0.65,1,2,64.6,7.0,True,Suggestion: Better Font Controls
WALS-102859,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,Some,Standard,17,Low-Stimulation Pastel,Simplified,Visual,True,True,25.7,0.51,1,2,92.8,8.0,True,Neutral: No Strong Opinion
WALS-105748,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,16,High-Contrast,Simplified,Audio,True,True,22.2,0.42,4,1,81.5,5.0,True,Suggestion: Better Font Controls
WALS-108960,Adult Learner (25+),Postgraduate,None (Control),Cognitive Overload,None,Standard,18,Low-Stimulation Pastel,Distraction-Free,Text,False,True,13.1,0.57,3,1,64.7,2.0,True,Suggestion: Better Font Controls
WALS-100023,Adult Learner (25+),Undergraduate,Autism,Attention & Distraction,Some,Standard,17,Dark Mode,Distraction-Free,Text,True,False,18.6,0.66,1,1,66.9,7.0,True,Neutral: No Strong Opinion
WALS-106622,Higher Ed (18-24),Postgraduate,Dyslexia,Cognitive Overload,None,Standard,11,High-Contrast,Distraction-Free,Text,False,False,17.4,0.79,1,3,57.8,8.0,True,Neutral: No Strong Opinion
WALS-105815,School (13-17),Secondary,Dyscalculia,Cognitive Overload,,Dyslexia-Friendly,21,Default,Distraction-Free,Multimodal,True,True,13.5,0.89,1,0,72.0,,True,
WALS-109092,Higher Ed (18-24),Undergraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,13,Low-Stimulation Pastel,Standard,Visual,True,False,24.8,0.55,5,2,58.4,4.0,False,Suggestion: More Audio Content
WALS-108045,Adult Learner (25+),Undergraduate,Autism,Attention & Distraction,Some,Standard,14,Dark Mode,Standard,Multimodal,False,False,30.7,0.29,3,2,74.0,10.0,True,Suggestion: More Audio Content
WALS-106567,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,None,Dyslexia-Friendly,17,Low-Stimulation Pastel,Distraction-Free,Visual,False,True,10.6,0.87,4,1,61.4,5.0,True,Suggestion: Better Font Controls
WALS-107431,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,11,Dark Mode,Standard,Multimodal,False,True,19.4,0.6,2,1,71.2,9.0,True,Suggestion: More Audio Content
WALS-102870,School (13-17),Secondary,Multiple,Sensory Sensitivity,,Dyslexia-Friendly,16,Low-Stimulation Pastel,Simplified,Audio,True,True,32.3,0.79,1,1,70.9,,True,
WALS-101427,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,17,Dark Mode,Standard,Multimodal,True,False,22.1,0.66,0,1,54.0,6.0,True,Positive: Ease of Use
WALS-100789,Adult Learner (25+),Undergraduate,ADHD,Cognitive Overload,Extensive,Standard,13,Default,Simplified,Audio,False,True,20.4,0.37,1,0,64.9,8.0,False,Suggestion: More Audio Content
WALS-106839,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,20,High-Contrast,Distraction-Free,Text,False,False,13.9,0.93,0,0,100.0,7.0,True,Positive: Ease of Use
WALS-101347,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Standard,21,Dark Mode,Standard,Visual,True,True,23.4,0.88,1,2,67.0,7.0,False,Neutral: No Strong Opinion
WALS-103745,School (13-17),Undergraduate,Dyscalculia,Reading Comprehension,None,Standard,14,Default,Distraction-Free,Visual,False,True,20.3,0.43,3,0,66.1,4.0,True,Neutral: No Strong Opinion
WALS-105454,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,Extensive,Standard,16,Dark Mode,Standard,Multimodal,False,False,30.2,0.61,4,2,56.1,5.0,False,Negative: Too Many Options
WALS-109592,Adult Learner (25+),Postgraduate,Dyscalculia,Cognitive Overload,None,Dyslexia-Friendly,17,High-Contrast,Distraction-Free,Multimodal,False,False,4.0,0.28,1,3,80.8,5.0,True,Suggestion: Better Font Controls
WALS-108301,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,15,Default,Simplified,Multimodal,False,True,9.8,0.58,0,0,77.3,6.0,True,Positive: Helpful Personalization
WALS-101791,School (13-17),Undergraduate,None (Control),Attention & Distraction,None,Standard,12,Default,Simplified,Multimodal,False,False,22.5,0.85,2,0,73.9,8.0,True,Positive: Helpful Personalization
WALS-107449-R,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,None,Dyslexia-Friendly,21,Default,Simplified,Text,False,True,20.3,0.74,2,1,70.6,7.0,True,Neutral: No Strong Opinion
WALS-104040,Adult Learner (25+),Undergraduate,Autism,Sensory Sensitivity,Extensive,Dyslexia-Friendly,16,Default,Simplified,Multimodal,False,False,24.4,0.81,0,5,77.6,4.0,True,Neutral: No Strong Opinion
WALS-105756,Adult Learner (25+),Undergraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,11,Dark Mode,Standard,Text,False,True,16.8,0.92,2,1,57.0,5.0,False,Neutral: No Strong Opinion
WALS-106785,School (13-17),Undergraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,19,Dark Mode,Simplified,Multimodal,True,False,25.4,0.49,1,0,68.4,7.0,True,Positive: Helpful Personalization
WALS-106482,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Standard,21,Low-Stimulation Pastel,Distraction-Free,Visual,False,False,9.8,0.78,2,2,76.5,4.0,True,Neutral: No Strong Opinion
WALS-101418,School (13-17),Undergraduate,None (Control),Cognitive Overload,Extensive,Dyslexia-Friendly,11,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,23.6,0.71,1,0,75.1,8.0,True,Positive: Helpful Personalization
WALS-104262,Adult Learner (25+),Secondary,Dyscalculia,Cognitive Overload,Some,Standard,20,High-Contrast,Distraction-Free,Multimodal,False,False,23.5,0.81,1,3,77.8,7.0,False,Neutral: No Strong Opinion
WALS-101941,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,18,Low-Stimulation Pastel,Distraction-Free,Audio,True,True,28.2,0.63,2,1,76.4,7.0,True,Suggestion: More Audio Content
WALS-100605,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,None,Standard,18,Low-Stimulation Pastel,Simplified,Multimodal,True,False,6.0,0.83,3,2,91.4,3.0,True,Positive: Helpful Personalization
WALS-103787,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,12,Dark Mode,Distraction-Free,Text,False,True,23.3,0.6,2,4,58.1,8.0,False,Suggestion: Better Font Controls
WALS-110124,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Standard,15,High-Contrast,Distraction-Free,Multimodal,False,False,20.2,0.65,2,0,89.6,8.0,True,Suggestion: More Audio Content
WALS-100993,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Standard,14,Dark Mode,Simplified,Audio,False,True,26.2,0.69,3,0,77.5,8.0,True,Neutral: No Strong Opinion
WALS-107135,Adult Learner (25+),Undergraduate,None (Control),Reading Comprehension,Some,Standard,18,High-Contrast,Simplified,Visual,True,False,16.9,0.51,1,0,82.2,9.0,True,Positive: Ease of Use
WALS-104874,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,11,Dark Mode,Standard,Visual,False,True,22.5,0.75,2,3,68.1,5.0,False,Suggestion: More Audio Content
WALS-104871,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,11,High-Contrast,Distraction-Free,Text,True,False,12.4,0.92,0,0,91.8,10.0,True,Positive: Ease of Use
WALS-102519,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,11,Default,Simplified,Visual,True,False,26.9,0.29,5,2,63.2,4.0,True,Suggestion: More Audio Content
WALS-107362,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,20,Dark Mode,Distraction-Free,Visual,False,False,5.6,0.52,1,2,62.4,6.0,True,Suggestion: More Audio Content
WALS-105650,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,15,Dark Mode,Standard,Visual,False,False,10.0,0.56,6,0,60.6,7.0,False,Neutral: No Strong Opinion
WALS-110351,School (13-17),Undergraduate,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,17,Low-Stimulation Pastel,Standard,Audio,False,False,29.6,0.64,1,0,80.2,9.0,True,Neutral: No Strong Opinion
WALS-108497,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,15,Dark Mode,Distraction-Free,Multimodal,False,True,22.0,0.52,0,0,77.0,7.0,True,Suggestion: Better Font Controls
WALS-103316,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,13,Default,Simplified,Multimodal,False,True,20.1,0.74,1,1,56.9,3.0,False,Neutral: No Strong Opinion
WALS-108137,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,16,Dark Mode,Standard,Visual,True,False,22.4,0.67,1,2,59.5,4.0,False,Neutral: No Strong Opinion
WALS-107087,Adult Learner (25+),Undergraduate,Autism,Sensory Sensitivity,Extensive,Standard,14,Low-Stimulation Pastel,Standard,Text,False,False,12.1,0.94,2,0,65.1,6.0,True,Positive: Helpful Personalization
WALS-106671,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Standard,15,Default,Standard,Visual,True,False,22.1,0.78,1,0,61.9,5.0,False,Neutral: No Strong Opinion
WALS-109672,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,15,Default,Standard,Audio,True,False,15.0,0.59,1,2,100.0,6.0,True,Suggestion: Better Font Controls
WALS-103007,School (13-17),Postgraduate,ADHD,Attention & Distraction,Extensive,Standard,19,Dark Mode,Distraction-Free,Multimodal,False,True,24.7,0.95,1,1,80.8,9.0,True,Positive: Helpful Personalization
WALS-108368,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Distraction-Free,Text,True,False,15.8,0.72,4,0,57.2,7.0,False,Neutral: No Strong Opinion
WALS-109211,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,None,Standard,11,Default,Standard,Audio,True,True,25.2,0.36,2,1,66.4,3.0,False,Neutral: No Strong Opinion
WALS-109338,Adult Learner (25+),Postgraduate,Autism,Cognitive Overload,None,Standard,17,Default,Standard,Text,False,True,15.0,0.76,0,0,84.5,7.0,True,Positive: Ease of Use
WALS-110420,Higher Ed (18-24),Undergraduate,None (Control),Reading Comprehension,Extensive,Standard,15,Default,Standard,Multimodal,True,False,5.4,0.57,1,1,74.9,7.0,True,Positive: Ease of Use
WALS-103077,School (13-17),Postgraduate,None (Control),Sensory Sensitivity,Extensive,Standard,18,Low-Stimulation Pastel,Simplified,Multimodal,False,False,18.6,0.9,2,0,60.5,8.0,True,Suggestion: More Audio Content
WALS-104156,Adult Learner (25+),Postgraduate,Autism,Cognitive Overload,None,Standard,18,High-Contrast,Distraction-Free,Text,True,False,21.1,0.8,4,2,63.4,7.0,True,Neutral: No Strong Opinion
WALS-110084,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,Extensive,Dyslexia-Friendly,14,Low-Stimulation Pastel,Standard,Visual,True,True,5.7,0.63,4,2,80.4,5.0,True,Suggestion: Better Font Controls
WALS-101253,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,16,Default,Standard,Text,True,True,12.7,0.76,1,2,78.2,5.0,False,Neutral: No Strong Opinion
WALS-104949,Higher Ed (18-24),Secondary,Dyscalculia,Reading Comprehension,None,Standard,21,Default,Standard,Multimodal,True,False,14.0,0.69,1,0,68.1,8.0,True,Positive: Ease of Use
WALS-107596,School (13-17),Secondary,Dyscalculia,Reading Comprehension,Extensive,Standard,19,Low-Stimulation Pastel,Standard,Multimodal,True,True,10.5,0.37,0,1,72.6,6.0,True,
WALS-109800,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,19,Default,Standard,Audio,True,True,14.5,0.89,0,3,62.7,8.0,True,Suggestion: Better Font Controls
WALS-101310,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Standard,17,Default,Simplified,Text,True,False,14.4,0.41,2,1,83.8,7.0,True,Suggestion: More Audio Content
WALS-108664,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Distraction-Free,Text,False,False,29.9,0.85,1,1,55.6,3.0,True,Suggestion: Better Font Controls
WALS-104726,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,,Dyslexia-Friendly,17,Dark Mode,Simplified,Multimodal,True,False,22.8,0.58,1,0,80.8,8.0,True,
WALS-105512,Higher Ed (18-24),Secondary,Dyscalculia,Cognitive Overload,Extensive,Standard,13,High-Contrast,Distraction-Free,Text,True,False,11.5,0.59,1,2,74.0,6.0,True,Positive: Ease of Use
WALS-108432,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,17,Default,Simplified,Visual,False,True,25.1,0.82,1,0,61.7,7.0,True,Neutral: No Strong Opinion
WALS-106106,Adult Learner (25+),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,14,Default,Standard,Audio,False,True,20.8,0.71,2,0,85.1,10.0,True,Positive: Ease of Use
WALS-109454,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,16,High-Contrast,Distraction-Free,Multimodal,True,False,13.6,0.46,1,0,70.3,5.0,True,Positive: Ease of Use
WALS-107171,Adult Learner (25+),Postgraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,13,Default,Standard,Audio,True,False,23.8,0.54,5,4,84.9,4.0,True,Neutral: No Strong Opinion
WALS-106946,Adult Learner (25+),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,15,Low-Stimulation Pastel,Standard,Multimodal,False,False,29.0,0.82,4,1,70.9,4.0,True,Suggestion: Better Font Controls
WALS-101731,Adult Learner (25+),Undergraduate,Multiple,Sensory Sensitivity,Some,Dyslexia-Friendly,16,Default,Simplified,Audio,True,False,19.8,0.6,0,1,56.9,8.0,False,Suggestion: Better Font Controls
WALS-110202,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Extensive,Standard,11,Default,Simplified,Audio,True,True,14.6,0.93,1,1,70.5,8.0,True,Neutral: No Strong Opinion
WALS-101950,School (13-17),Secondary,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,14,High-Contrast,Standard,Audio,False,True,16.8,0.31,2,1,60.7,7.0,False,Suggestion: More Audio Content
WALS-105910,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Some,Standard,11,Dark Mode,Standard,Audio,True,False,22.0,0.75,2,1,92.4,5.0,True,Positive: Ease of Use
WALS-100267,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,None,Standard,13,Default,Simplified,Visual,False,True,23.4,0.75,3,0,75.4,10.0,True,Neutral: No Strong Opinion
WALS-105247,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,15,Dark Mode,Standard,Multimodal,True,True,19.9,0.74,2,0,60.5,5.0,True,Positive: Helpful Personalization
WALS-100715,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,Extensive,Standard,20,Default,Standard,Visual,True,True,19.0,0.79,1,0,83.0,7.0,True,Positive: Helpful Personalization
WALS-104184,Higher Ed (18-24),Postgraduate,Multiple,Attention & Distraction,Some,Standard,21,Default,Standard,Audio,True,False,27.9,0.38,2,4,57.7,5.0,False,Negative: Too Many Options
WALS-108458,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Standard,15,Dark Mode,Distraction-Free,Audio,False,True,12.4,0.74,4,1,92.9,4.0,True,Positive: Helpful Personalization
WALS-101339,Adult Learner (25+),Secondary,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,13,High-Contrast,Standard,Visual,True,False,20.2,0.84,0,1,79.1,8.0,True,Positive: Helpful Personalization
WALS-106087,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,Some,Standard,11,High-Contrast,Simplified,Visual,False,True,4.9,0.65,2,0,48.1,8.0,False,Suggestion: Better Font Controls
WALS-107445,Higher Ed (18-24),Undergraduate,None (Control),Attention & Distraction,None,Dyslexia-Friendly,16,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,20.9,0.71,4,4,66.9,5.0,True,Suggestion: More Audio Content
WALS-100738,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,23,High-Contrast,Simplified,Visual,False,True,22.3,0.78,2,0,82.0,9.0,True,Positive: Ease of Use
WALS-104387,School (13-17),Postgraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,15,High-Contrast,Distraction-Free,Text,True,False,5.2,0.81,1,0,83.4,6.0,True,Suggestion: More Audio Content
